OriginalIndex,Predicted,GroundTruth
18297,STABILIZE_SELF,STABILIZE_SELF
18298,STABILIZE_SELF,STABILIZE_SELF
18299,STABILIZE_SELF,STABILIZE_SELF
18300,STABILIZE_SELF,STABILIZE_SELF
18301,STABILIZE_SELF,STABILIZE_SELF
18302,STABILIZE_SELF,STABILIZE_SELF
18303,STABILIZE_SELF,STABILIZE_SELF
18304,STABILIZE_SELF,STABILIZE_SELF
18305,STABILIZE_SELF,STABILIZE_SELF
18306,STABILIZE_SELF,STABILIZE_SELF
18307,STABILIZE_SELF,STABILIZE_SELF
18308,STABILIZE_SELF,STABILIZE_SELF
18309,STABILIZE_SELF,STABILIZE_SELF
18310,STABILIZE_SELF,STABILIZE_SELF
18311,STABILIZE_SELF,STABILIZE_SELF
18312,STABILIZE_SELF,STABILIZE_SELF
18313,STABILIZE_SELF,STABILIZE_SELF
18314,STABILIZE_SELF,STABILIZE_SELF
18315,STABILIZE_SELF,STABILIZE_SELF
18316,STABILIZE_SELF,STABILIZE_SELF
18317,STABILIZE_SELF,STABILIZE_SELF
18318,STABILIZE_SELF,STABILIZE_SELF
18319,STABILIZE_SELF,STABILIZE_SELF
18320,STABILIZE_SELF,STABILIZE_SELF
18321,STABILIZE_SELF,STABILIZE_SELF
18322,STABILIZE_SELF,STABILIZE_SELF
18323,DEPRECIATION,STABILIZE_SELF
18324,STABILIZE_SELF,STABILIZE_SELF
18325,STABILIZE_SELF,STABILIZE_SELF
18326,STABILIZE_SELF,STABILIZE_SELF
18327,ATTACK_SELF,STABILIZE_SELF
18328,STABILIZE_SELF,STABILIZE_SELF
18329,STABILIZE_SELF,STABILIZE_SELF
18330,STABILIZE_SELF,STABILIZE_SELF
18331,STABILIZE_SELF,STABILIZE_SELF
18332,DEPRECIATION,STABILIZE_SELF
18333,STABILIZE_SELF,STABILIZE_SELF
18334,WITHDRAWAL,STABILIZE_SELF
18335,STABILIZE_SELF,STABILIZE_SELF
18336,STABILIZE_SELF,STABILIZE_SELF
18337,STABILIZE_SELF,STABILIZE_SELF
18338,STABILIZE_SELF,STABILIZE_SELF
18339,STABILIZE_SELF,STABILIZE_SELF
18340,STABILIZE_SELF,STABILIZE_SELF
18341,STABILIZE_SELF,STABILIZE_SELF
18342,STABILIZE_SELF,STABILIZE_SELF
18343,STABILIZE_SELF,STABILIZE_SELF
18344,STABILIZE_SELF,STABILIZE_SELF
18345,STABILIZE_SELF,STABILIZE_SELF
18346,STABILIZE_SELF,STABILIZE_SELF
18347,STABILIZE_SELF,STABILIZE_SELF
18348,ATTACK_SELF,STABILIZE_SELF
18349,STABILIZE_SELF,STABILIZE_SELF
18350,STABILIZE_SELF,STABILIZE_SELF
18351,STABILIZE_SELF,STABILIZE_SELF
18352,STABILIZE_SELF,STABILIZE_SELF
18353,STABILIZE_SELF,STABILIZE_SELF
18354,STABILIZE_SELF,STABILIZE_SELF
18355,STABILIZE_SELF,STABILIZE_SELF
18356,STABILIZE_SELF,STABILIZE_SELF
18357,STABILIZE_SELF,STABILIZE_SELF
18358,STABILIZE_SELF,STABILIZE_SELF
18359,STABILIZE_SELF,STABILIZE_SELF
18360,STABILIZE_SELF,STABILIZE_SELF
18361,ATTACK_OTHER,STABILIZE_SELF
18362,STABILIZE_SELF,STABILIZE_SELF
18363,STABILIZE_SELF,STABILIZE_SELF
18364,WITHDRAWAL,STABILIZE_SELF
18365,ATTACK_SELF,STABILIZE_SELF
18366,STABILIZE_SELF,STABILIZE_SELF
18367,STABILIZE_SELF,STABILIZE_SELF
18368,STABILIZE_SELF,STABILIZE_SELF
18369,STABILIZE_SELF,STABILIZE_SELF
18370,STABILIZE_SELF,STABILIZE_SELF
18371,STABILIZE_SELF,STABILIZE_SELF
18372,STABILIZE_SELF,STABILIZE_SELF
18373,STABILIZE_SELF,STABILIZE_SELF
18374,STABILIZE_SELF,STABILIZE_SELF
18375,STABILIZE_SELF,STABILIZE_SELF
18376,REST,STABILIZE_SELF
18377,STABILIZE_SELF,STABILIZE_SELF
18378,STABILIZE_SELF,STABILIZE_SELF
18379,ATTACK_OTHER,STABILIZE_SELF
18380,STABILIZE_SELF,STABILIZE_SELF
18381,STABILIZE_SELF,STABILIZE_SELF
18382,ATTACK_SELF,STABILIZE_SELF
18383,STABILIZE_SELF,STABILIZE_SELF
18384,STABILIZE_SELF,STABILIZE_SELF
18385,STABILIZE_SELF,STABILIZE_SELF
18386,STABILIZE_SELF,STABILIZE_SELF
18387,STABILIZE_SELF,STABILIZE_SELF
18388,STABILIZE_SELF,STABILIZE_SELF
18389,STABILIZE_SELF,STABILIZE_SELF
18390,ATTACK_OTHER,STABILIZE_SELF
18391,STABILIZE_SELF,STABILIZE_SELF
18392,STABILIZE_SELF,STABILIZE_SELF
18393,STABILIZE_SELF,STABILIZE_SELF
18394,STABILIZE_SELF,STABILIZE_SELF
18395,STABILIZE_SELF,STABILIZE_SELF
18396,STABILIZE_SELF,STABILIZE_SELF
18397,STABILIZE_SELF,STABILIZE_SELF
18398,STABILIZE_SELF,STABILIZE_SELF
18399,STABILIZE_SELF,STABILIZE_SELF
18400,STABILIZE_SELF,STABILIZE_SELF
18401,STABILIZE_SELF,STABILIZE_SELF
18402,STABILIZE_SELF,STABILIZE_SELF
18403,STABILIZE_SELF,STABILIZE_SELF
18404,STABILIZE_SELF,STABILIZE_SELF
18405,AVOIDANCE,STABILIZE_SELF
18406,STABILIZE_SELF,STABILIZE_SELF
18407,STABILIZE_SELF,STABILIZE_SELF
18408,STABILIZE_SELF,STABILIZE_SELF
18409,STABILIZE_SELF,STABILIZE_SELF
18410,REST,REST
18411,REST,REST
18412,REST,REST
18413,REST,REST
18414,REST,REST
18415,REST,REST
18416,REST,REST
18417,REST,REST
18418,REST,REST
18419,REST,REST
18420,REST,REST
18421,REST,REST
18422,REST,REST
18423,REST,REST
18424,REST,REST
18425,REST,REST
18426,REST,REST
18427,REST,REST
18428,REST,REST
18429,REST,REST
18430,STABILIZE_SELF,REST
18431,REST,REST
18432,REST,REST
18433,DEPRECIATION,REST
18434,REST,REST
18435,ATTACK_SELF,REST
18436,REST,REST
18437,REST,REST
18438,REST,REST
18439,REST,REST
18440,REST,REST
18441,REST,REST
18442,WITHDRAWAL,REST
18443,REST,REST
18444,REST,REST
18445,REST,REST
18446,REST,REST
18447,ATTACK_OTHER,REST
18448,REST,REST
18449,WITHDRAWAL,REST
18450,REST,REST
18451,REST,REST
18452,REST,REST
18453,REST,REST
18454,REST,REST
18455,ATTACK_OTHER,REST
18456,REST,REST
18457,REST,REST
18458,DEPRECIATION,REST
18459,REST,REST
18460,REST,REST
18461,REST,REST
18462,REST,REST
18463,REST,REST
18464,REST,REST
18465,REST,REST
18466,ATTACK_OTHER,REST
18467,REST,REST
18468,REST,REST
18469,ATTACK_SELF,REST
18470,REST,REST
18471,REST,REST
18472,REST,REST
18473,REST,REST
18474,REST,REST
18475,REST,REST
18476,REST,REST
18477,REST,REST
18478,REST,REST
18479,ATTACK_OTHER,REST
18480,REST,REST
18481,REST,REST
18482,REST,REST
18483,REST,REST
18484,REST,REST
18485,WITHDRAWAL,REST
18486,REST,REST
18487,REST,REST
18488,REST,REST
18489,REST,REST
18490,REST,REST
18491,REST,REST
18492,REST,REST
18493,REST,REST
18494,REST,REST
18495,REST,REST
18496,REST,REST
18497,REST,REST
18498,REST,REST
18499,REST,REST
18500,REST,REST
18501,REST,REST
18502,REST,REST
18503,REST,REST
18504,REST,REST
18505,REST,REST
18506,REST,REST
18507,AVOIDANCE,REST
18508,REST,REST
18509,REST,REST
18510,REST,REST
18511,REST,REST
18512,REST,REST
18513,REST,REST
18514,REST,REST
18515,REST,REST
18516,REST,REST
18517,REST,REST
18518,REST,REST
18519,ATTACK_SELF,REST
18520,REST,REST
18521,REST,REST
18522,AVOIDANCE,REST
18523,REST,REST
18524,REST,REST
18525,REST,REST
18526,REST,REST
18527,REST,REST
18528,REST,REST
18529,REST,REST
18530,REST,REST
18531,REST,REST
18532,REST,REST
18533,REST,REST
18534,WITHDRAWAL,REST
18535,REST,REST
18536,REST,REST
18537,REST,REST
18538,REST,REST
18539,REST,REST
18540,REST,REST
18541,REST,REST
18542,DEPRECIATION,REST
18543,REST,REST
18544,REST,REST
18545,REST,REST
18546,REST,REST
18547,REST,REST
18548,REST,REST
18549,REST,REST
18550,REST,REST
18551,REST,REST
18552,REST,REST
18553,DEPRECIATION,DEPRECIATION
18554,DEPRECIATION,DEPRECIATION
18555,ATTACK_SELF,DEPRECIATION
18556,DEPRECIATION,DEPRECIATION
18557,DEPRECIATION,DEPRECIATION
18558,DEPRECIATION,DEPRECIATION
18559,DEPRECIATION,DEPRECIATION
18560,DEPRECIATION,DEPRECIATION
18561,DEPRECIATION,DEPRECIATION
18562,DEPRECIATION,DEPRECIATION
18563,DEPRECIATION,DEPRECIATION
18564,DEPRECIATION,DEPRECIATION
18565,DEPRECIATION,DEPRECIATION
18566,DEPRECIATION,DEPRECIATION
18567,DEPRECIATION,DEPRECIATION
18568,DEPRECIATION,DEPRECIATION
18569,DEPRECIATION,DEPRECIATION
18570,DEPRECIATION,DEPRECIATION
18571,DEPRECIATION,DEPRECIATION
18572,DEPRECIATION,DEPRECIATION
18573,DEPRECIATION,DEPRECIATION
18574,DEPRECIATION,DEPRECIATION
18575,DEPRECIATION,DEPRECIATION
18576,DEPRECIATION,DEPRECIATION
18577,DEPRECIATION,DEPRECIATION
18578,DEPRECIATION,DEPRECIATION
18579,DEPRECIATION,DEPRECIATION
18580,DEPRECIATION,DEPRECIATION
18581,DEPRECIATION,DEPRECIATION
18582,DEPRECIATION,DEPRECIATION
18583,DEPRECIATION,DEPRECIATION
18584,DEPRECIATION,DEPRECIATION
18585,DEPRECIATION,DEPRECIATION
18586,STABILIZE_SELF,DEPRECIATION
18587,DEPRECIATION,DEPRECIATION
18588,DEPRECIATION,DEPRECIATION
18589,DEPRECIATION,DEPRECIATION
18590,DEPRECIATION,DEPRECIATION
18591,ATTACK_OTHER,DEPRECIATION
18592,DEPRECIATION,DEPRECIATION
18593,WITHDRAWAL,DEPRECIATION
18594,DEPRECIATION,DEPRECIATION
18595,DEPRECIATION,DEPRECIATION
18596,STABILIZE_SELF,DEPRECIATION
18597,DEPRECIATION,DEPRECIATION
18598,DEPRECIATION,DEPRECIATION
18599,DEPRECIATION,DEPRECIATION
18600,DEPRECIATION,DEPRECIATION
18601,DEPRECIATION,DEPRECIATION
18602,ATTACK_SELF,DEPRECIATION
18603,DEPRECIATION,DEPRECIATION
18604,DEPRECIATION,DEPRECIATION
18605,DEPRECIATION,DEPRECIATION
18606,DEPRECIATION,DEPRECIATION
18607,DEPRECIATION,DEPRECIATION
18608,DEPRECIATION,DEPRECIATION
18609,DEPRECIATION,DEPRECIATION
18610,DEPRECIATION,DEPRECIATION
18611,DEPRECIATION,DEPRECIATION
18612,DEPRECIATION,DEPRECIATION
18613,DEPRECIATION,DEPRECIATION
18614,DEPRECIATION,DEPRECIATION
18615,DEPRECIATION,DEPRECIATION
18616,DEPRECIATION,DEPRECIATION
18617,ATTACK_OTHER,DEPRECIATION
18618,DEPRECIATION,DEPRECIATION
18619,REST,DEPRECIATION
18620,DEPRECIATION,DEPRECIATION
18621,DEPRECIATION,DEPRECIATION
18622,DEPRECIATION,DEPRECIATION
18623,DEPRECIATION,DEPRECIATION
18624,DEPRECIATION,DEPRECIATION
18625,DEPRECIATION,DEPRECIATION
18626,REST,REST
18627,STABILIZE_SELF,STABILIZE_SELF
18628,STABILIZE_SELF,STABILIZE_SELF
18629,WITHDRAWAL,STABILIZE_SELF
18630,STABILIZE_SELF,STABILIZE_SELF
18631,STABILIZE_SELF,STABILIZE_SELF
18632,STABILIZE_SELF,STABILIZE_SELF
18633,STABILIZE_SELF,STABILIZE_SELF
18634,STABILIZE_SELF,STABILIZE_SELF
18635,WITHDRAWAL,STABILIZE_SELF
18636,STABILIZE_SELF,STABILIZE_SELF
18637,STABILIZE_SELF,STABILIZE_SELF
18638,DEPRECIATION,STABILIZE_SELF
18639,STABILIZE_SELF,STABILIZE_SELF
18640,STABILIZE_SELF,STABILIZE_SELF
18641,STABILIZE_SELF,STABILIZE_SELF
18642,STABILIZE_SELF,STABILIZE_SELF
18643,STABILIZE_SELF,STABILIZE_SELF
18644,STABILIZE_SELF,STABILIZE_SELF
18645,WITHDRAWAL,STABILIZE_SELF
18646,STABILIZE_SELF,STABILIZE_SELF
18647,STABILIZE_SELF,STABILIZE_SELF
18648,STABILIZE_SELF,STABILIZE_SELF
18649,STABILIZE_SELF,STABILIZE_SELF
18650,STABILIZE_SELF,STABILIZE_SELF
18651,STABILIZE_SELF,STABILIZE_SELF
18652,STABILIZE_SELF,STABILIZE_SELF
18653,STABILIZE_SELF,STABILIZE_SELF
18654,STABILIZE_SELF,STABILIZE_SELF
18655,STABILIZE_SELF,STABILIZE_SELF
18656,STABILIZE_SELF,STABILIZE_SELF
18657,STABILIZE_SELF,STABILIZE_SELF
18658,AVOIDANCE,STABILIZE_SELF
18659,STABILIZE_SELF,STABILIZE_SELF
18660,STABILIZE_SELF,STABILIZE_SELF
18661,STABILIZE_SELF,STABILIZE_SELF
18662,STABILIZE_SELF,STABILIZE_SELF
18663,STABILIZE_SELF,STABILIZE_SELF
18664,STABILIZE_SELF,STABILIZE_SELF
18665,STABILIZE_SELF,STABILIZE_SELF
18666,STABILIZE_SELF,STABILIZE_SELF
18667,STABILIZE_SELF,STABILIZE_SELF
18668,STABILIZE_SELF,STABILIZE_SELF
18669,STABILIZE_SELF,STABILIZE_SELF
18670,STABILIZE_SELF,STABILIZE_SELF
18671,STABILIZE_SELF,STABILIZE_SELF
18672,STABILIZE_SELF,STABILIZE_SELF
18673,STABILIZE_SELF,STABILIZE_SELF
18674,STABILIZE_SELF,STABILIZE_SELF
18675,ATTACK_SELF,STABILIZE_SELF
18676,REST,STABILIZE_SELF
18677,STABILIZE_SELF,STABILIZE_SELF
18678,STABILIZE_SELF,STABILIZE_SELF
18679,STABILIZE_SELF,STABILIZE_SELF
18680,STABILIZE_SELF,STABILIZE_SELF
18681,STABILIZE_SELF,STABILIZE_SELF
18682,STABILIZE_SELF,STABILIZE_SELF
18683,STABILIZE_SELF,STABILIZE_SELF
18684,ATTACK_SELF,STABILIZE_SELF
18685,STABILIZE_SELF,STABILIZE_SELF
18686,ATTACK_SELF,STABILIZE_SELF
18687,AVOIDANCE,STABILIZE_SELF
18688,STABILIZE_SELF,STABILIZE_SELF
18689,STABILIZE_SELF,STABILIZE_SELF
18690,STABILIZE_SELF,STABILIZE_SELF
18691,STABILIZE_SELF,STABILIZE_SELF
18692,STABILIZE_SELF,STABILIZE_SELF
18693,STABILIZE_SELF,STABILIZE_SELF
18694,STABILIZE_SELF,STABILIZE_SELF
18695,STABILIZE_SELF,STABILIZE_SELF
18696,STABILIZE_SELF,STABILIZE_SELF
18697,STABILIZE_SELF,STABILIZE_SELF
18698,STABILIZE_SELF,STABILIZE_SELF
18699,STABILIZE_SELF,STABILIZE_SELF
18700,STABILIZE_SELF,STABILIZE_SELF
18701,STABILIZE_SELF,STABILIZE_SELF
18702,STABILIZE_SELF,STABILIZE_SELF
18703,STABILIZE_SELF,STABILIZE_SELF
18704,STABILIZE_SELF,STABILIZE_SELF
18705,STABILIZE_SELF,STABILIZE_SELF
18706,STABILIZE_SELF,STABILIZE_SELF
18707,STABILIZE_SELF,STABILIZE_SELF
18708,STABILIZE_SELF,STABILIZE_SELF
18709,STABILIZE_SELF,STABILIZE_SELF
18710,STABILIZE_SELF,STABILIZE_SELF
18711,STABILIZE_SELF,STABILIZE_SELF
18712,STABILIZE_SELF,STABILIZE_SELF
18713,STABILIZE_SELF,STABILIZE_SELF
18714,DEPRECIATION,STABILIZE_SELF
18715,STABILIZE_SELF,STABILIZE_SELF
18716,STABILIZE_SELF,STABILIZE_SELF
18717,STABILIZE_SELF,STABILIZE_SELF
18718,STABILIZE_SELF,STABILIZE_SELF
18719,STABILIZE_SELF,STABILIZE_SELF
18720,STABILIZE_SELF,STABILIZE_SELF
18721,ATTACK_SELF,STABILIZE_SELF
18722,AVOIDANCE,STABILIZE_SELF
18723,STABILIZE_SELF,STABILIZE_SELF
18724,STABILIZE_SELF,STABILIZE_SELF
18725,ATTACK_SELF,STABILIZE_SELF
18726,STABILIZE_SELF,STABILIZE_SELF
18727,STABILIZE_SELF,STABILIZE_SELF
18728,STABILIZE_SELF,STABILIZE_SELF
18729,STABILIZE_SELF,STABILIZE_SELF
18730,STABILIZE_SELF,STABILIZE_SELF
18731,STABILIZE_SELF,STABILIZE_SELF
18732,STABILIZE_SELF,STABILIZE_SELF
18733,STABILIZE_SELF,STABILIZE_SELF
18734,STABILIZE_SELF,STABILIZE_SELF
18735,REST,STABILIZE_SELF
18736,STABILIZE_SELF,STABILIZE_SELF
18737,STABILIZE_SELF,STABILIZE_SELF
18738,STABILIZE_SELF,STABILIZE_SELF
18739,STABILIZE_SELF,STABILIZE_SELF
18740,STABILIZE_SELF,STABILIZE_SELF
18741,STABILIZE_SELF,STABILIZE_SELF
18742,STABILIZE_SELF,STABILIZE_SELF
18743,STABILIZE_SELF,STABILIZE_SELF
18744,STABILIZE_SELF,STABILIZE_SELF
18745,STABILIZE_SELF,STABILIZE_SELF
18746,AVOIDANCE,STABILIZE_SELF
18747,STABILIZE_SELF,STABILIZE_SELF
18748,STABILIZE_SELF,STABILIZE_SELF
18749,WITHDRAWAL,STABILIZE_SELF
18750,STABILIZE_SELF,STABILIZE_SELF
18751,STABILIZE_SELF,STABILIZE_SELF
18752,STABILIZE_SELF,STABILIZE_SELF
18753,STABILIZE_SELF,STABILIZE_SELF
18754,STABILIZE_SELF,STABILIZE_SELF
18755,STABILIZE_SELF,STABILIZE_SELF
18756,WITHDRAWAL,STABILIZE_SELF
18757,WITHDRAWAL,STABILIZE_SELF
18758,STABILIZE_SELF,STABILIZE_SELF
18759,REST,STABILIZE_SELF
18760,AVOIDANCE,STABILIZE_SELF
18761,STABILIZE_SELF,STABILIZE_SELF
18762,STABILIZE_SELF,STABILIZE_SELF
18763,STABILIZE_SELF,STABILIZE_SELF
18764,STABILIZE_SELF,STABILIZE_SELF
18765,STABILIZE_SELF,STABILIZE_SELF
18766,STABILIZE_SELF,STABILIZE_SELF
18767,DEPRECIATION,STABILIZE_SELF
18768,STABILIZE_SELF,STABILIZE_SELF
18769,ATTACK_SELF,STABILIZE_SELF
18770,STABILIZE_SELF,STABILIZE_SELF
18771,STABILIZE_SELF,STABILIZE_SELF
18772,STABILIZE_SELF,STABILIZE_SELF
18773,STABILIZE_SELF,STABILIZE_SELF
18774,STABILIZE_SELF,STABILIZE_SELF
18775,STABILIZE_SELF,STABILIZE_SELF
18776,STABILIZE_SELF,STABILIZE_SELF
18777,STABILIZE_SELF,STABILIZE_SELF
18778,STABILIZE_SELF,STABILIZE_SELF
18779,STABILIZE_SELF,STABILIZE_SELF
18780,STABILIZE_SELF,STABILIZE_SELF
18781,WITHDRAWAL,STABILIZE_SELF
18782,STABILIZE_SELF,STABILIZE_SELF
18783,STABILIZE_SELF,STABILIZE_SELF
18784,STABILIZE_SELF,STABILIZE_SELF
18785,STABILIZE_SELF,STABILIZE_SELF
18786,STABILIZE_SELF,STABILIZE_SELF
18787,STABILIZE_SELF,STABILIZE_SELF
18788,WITHDRAWAL,STABILIZE_SELF
18789,STABILIZE_SELF,STABILIZE_SELF
18790,STABILIZE_SELF,STABILIZE_SELF
18791,STABILIZE_SELF,STABILIZE_SELF
18792,REST,STABILIZE_SELF
18793,STABILIZE_SELF,STABILIZE_SELF
18794,STABILIZE_SELF,STABILIZE_SELF
18795,STABILIZE_SELF,STABILIZE_SELF
18796,ATTACK_SELF,STABILIZE_SELF
18797,STABILIZE_SELF,STABILIZE_SELF
18798,STABILIZE_SELF,STABILIZE_SELF
18799,STABILIZE_SELF,STABILIZE_SELF
18800,STABILIZE_SELF,STABILIZE_SELF
18801,ATTACK_SELF,STABILIZE_SELF
18802,STABILIZE_SELF,STABILIZE_SELF
18803,STABILIZE_SELF,STABILIZE_SELF
18804,STABILIZE_SELF,STABILIZE_SELF
18805,STABILIZE_SELF,STABILIZE_SELF
18806,STABILIZE_SELF,STABILIZE_SELF
18807,STABILIZE_SELF,STABILIZE_SELF
18808,STABILIZE_SELF,STABILIZE_SELF
18809,STABILIZE_SELF,STABILIZE_SELF
18810,ATTACK_SELF,STABILIZE_SELF
18811,STABILIZE_SELF,STABILIZE_SELF
18812,STABILIZE_SELF,STABILIZE_SELF
18813,STABILIZE_SELF,STABILIZE_SELF
18814,STABILIZE_SELF,STABILIZE_SELF
18815,STABILIZE_SELF,STABILIZE_SELF
18816,ATTACK_SELF,STABILIZE_SELF
18817,STABILIZE_SELF,STABILIZE_SELF
18818,STABILIZE_SELF,STABILIZE_SELF
18819,STABILIZE_SELF,STABILIZE_SELF
18820,ATTACK_OTHER,STABILIZE_SELF
18821,STABILIZE_SELF,STABILIZE_SELF
18822,STABILIZE_SELF,STABILIZE_SELF
18823,STABILIZE_SELF,STABILIZE_SELF
18824,STABILIZE_SELF,STABILIZE_SELF
18825,STABILIZE_SELF,STABILIZE_SELF
18826,STABILIZE_SELF,STABILIZE_SELF
18827,STABILIZE_SELF,STABILIZE_SELF
18828,STABILIZE_SELF,STABILIZE_SELF
18829,DEPRECIATION,STABILIZE_SELF
18830,STABILIZE_SELF,STABILIZE_SELF
18831,STABILIZE_SELF,STABILIZE_SELF
18832,REST,STABILIZE_SELF
18833,STABILIZE_SELF,STABILIZE_SELF
18834,STABILIZE_SELF,STABILIZE_SELF
18835,DEPRECIATION,STABILIZE_SELF
18836,STABILIZE_SELF,STABILIZE_SELF
18837,STABILIZE_SELF,STABILIZE_SELF
18838,STABILIZE_SELF,STABILIZE_SELF
18839,STABILIZE_SELF,STABILIZE_SELF
18840,STABILIZE_SELF,STABILIZE_SELF
18841,STABILIZE_SELF,STABILIZE_SELF
18842,STABILIZE_SELF,STABILIZE_SELF
18843,STABILIZE_SELF,STABILIZE_SELF
18844,STABILIZE_SELF,STABILIZE_SELF
18845,STABILIZE_SELF,STABILIZE_SELF
18846,STABILIZE_SELF,STABILIZE_SELF
18847,STABILIZE_SELF,STABILIZE_SELF
18848,STABILIZE_SELF,STABILIZE_SELF
18849,DEPRECIATION,STABILIZE_SELF
18850,STABILIZE_SELF,STABILIZE_SELF
18851,STABILIZE_SELF,STABILIZE_SELF
18852,STABILIZE_SELF,STABILIZE_SELF
18853,STABILIZE_SELF,STABILIZE_SELF
18854,STABILIZE_SELF,STABILIZE_SELF
18855,STABILIZE_SELF,STABILIZE_SELF
18856,STABILIZE_SELF,STABILIZE_SELF
18857,STABILIZE_SELF,STABILIZE_SELF
18858,STABILIZE_SELF,STABILIZE_SELF
18859,STABILIZE_SELF,STABILIZE_SELF
18860,STABILIZE_SELF,STABILIZE_SELF
18861,STABILIZE_SELF,STABILIZE_SELF
18862,STABILIZE_SELF,STABILIZE_SELF
18863,ATTACK_SELF,STABILIZE_SELF
18864,STABILIZE_SELF,STABILIZE_SELF
18865,ATTACK_SELF,STABILIZE_SELF
18866,STABILIZE_SELF,STABILIZE_SELF
18867,STABILIZE_SELF,STABILIZE_SELF
18868,STABILIZE_SELF,STABILIZE_SELF
18869,REST,STABILIZE_SELF
18870,STABILIZE_SELF,STABILIZE_SELF
18871,STABILIZE_SELF,STABILIZE_SELF
18872,STABILIZE_SELF,STABILIZE_SELF
18873,AVOIDANCE,STABILIZE_SELF
18874,STABILIZE_SELF,STABILIZE_SELF
18875,STABILIZE_SELF,STABILIZE_SELF
18876,STABILIZE_SELF,STABILIZE_SELF
18877,STABILIZE_SELF,STABILIZE_SELF
18878,STABILIZE_SELF,STABILIZE_SELF
18879,STABILIZE_SELF,STABILIZE_SELF
18880,STABILIZE_SELF,STABILIZE_SELF
18881,STABILIZE_SELF,STABILIZE_SELF
18882,ATTACK_SELF,STABILIZE_SELF
18883,STABILIZE_SELF,STABILIZE_SELF
18884,STABILIZE_SELF,STABILIZE_SELF
18885,WITHDRAWAL,STABILIZE_SELF
18886,STABILIZE_SELF,STABILIZE_SELF
18887,STABILIZE_SELF,STABILIZE_SELF
18888,STABILIZE_SELF,STABILIZE_SELF
18889,STABILIZE_SELF,STABILIZE_SELF
18890,STABILIZE_SELF,STABILIZE_SELF
18891,STABILIZE_SELF,STABILIZE_SELF
18892,STABILIZE_SELF,STABILIZE_SELF
18893,STABILIZE_SELF,STABILIZE_SELF
18894,STABILIZE_SELF,STABILIZE_SELF
18895,STABILIZE_SELF,STABILIZE_SELF
18896,STABILIZE_SELF,STABILIZE_SELF
18897,STABILIZE_SELF,STABILIZE_SELF
18898,STABILIZE_SELF,STABILIZE_SELF
18899,STABILIZE_SELF,STABILIZE_SELF
18900,STABILIZE_SELF,STABILIZE_SELF
18901,STABILIZE_SELF,STABILIZE_SELF
18902,STABILIZE_SELF,STABILIZE_SELF
18903,STABILIZE_SELF,STABILIZE_SELF
18904,STABILIZE_SELF,STABILIZE_SELF
18905,STABILIZE_SELF,STABILIZE_SELF
18906,STABILIZE_SELF,STABILIZE_SELF
18907,STABILIZE_SELF,STABILIZE_SELF
18908,ATTACK_OTHER,STABILIZE_SELF
18909,STABILIZE_SELF,STABILIZE_SELF
18910,REST,STABILIZE_SELF
18911,STABILIZE_SELF,STABILIZE_SELF
18912,DEPRECIATION,DEPRECIATION
18913,DEPRECIATION,DEPRECIATION
18914,DEPRECIATION,DEPRECIATION
18915,DEPRECIATION,DEPRECIATION
18916,DEPRECIATION,DEPRECIATION
18917,ATTACK_OTHER,DEPRECIATION
18918,DEPRECIATION,DEPRECIATION
18919,DEPRECIATION,DEPRECIATION
18920,ATTACK_SELF,DEPRECIATION
18921,DEPRECIATION,DEPRECIATION
18922,DEPRECIATION,DEPRECIATION
18923,ATTACK_OTHER,DEPRECIATION
18924,REST,DEPRECIATION
18925,DEPRECIATION,DEPRECIATION
18926,DEPRECIATION,DEPRECIATION
18927,DEPRECIATION,DEPRECIATION
18928,DEPRECIATION,DEPRECIATION
18929,DEPRECIATION,DEPRECIATION
18930,DEPRECIATION,DEPRECIATION
18931,DEPRECIATION,DEPRECIATION
18932,DEPRECIATION,DEPRECIATION
18933,ATTACK_OTHER,DEPRECIATION
18934,DEPRECIATION,DEPRECIATION
18935,DEPRECIATION,DEPRECIATION
18936,DEPRECIATION,DEPRECIATION
18937,DEPRECIATION,DEPRECIATION
18938,DEPRECIATION,DEPRECIATION
18939,DEPRECIATION,DEPRECIATION
18940,DEPRECIATION,DEPRECIATION
18941,DEPRECIATION,DEPRECIATION
18942,DEPRECIATION,DEPRECIATION
18943,DEPRECIATION,DEPRECIATION
18944,DEPRECIATION,DEPRECIATION
18945,DEPRECIATION,DEPRECIATION
18946,DEPRECIATION,DEPRECIATION
18947,DEPRECIATION,DEPRECIATION
18948,DEPRECIATION,DEPRECIATION
18949,DEPRECIATION,DEPRECIATION
18950,DEPRECIATION,DEPRECIATION
18951,DEPRECIATION,DEPRECIATION
18952,DEPRECIATION,DEPRECIATION
18953,DEPRECIATION,DEPRECIATION
18954,DEPRECIATION,DEPRECIATION
18955,ATTACK_SELF,DEPRECIATION
18956,DEPRECIATION,DEPRECIATION
18957,DEPRECIATION,DEPRECIATION
18958,DEPRECIATION,DEPRECIATION
18959,ATTACK_OTHER,DEPRECIATION
18960,DEPRECIATION,DEPRECIATION
18961,WITHDRAWAL,DEPRECIATION
18962,DEPRECIATION,DEPRECIATION
18963,DEPRECIATION,DEPRECIATION
18964,DEPRECIATION,DEPRECIATION
18965,DEPRECIATION,DEPRECIATION
18966,DEPRECIATION,DEPRECIATION
18967,DEPRECIATION,DEPRECIATION
