Eyes,Gaze,Head,HeadTilt,Smile,Speech,UpperBody,SmileControl,EkmanExpression,ExperiencedEmotion1,ExperiencedEmotion2,InternalEmotion,ShameAwarenessSituation,ShameAwarenessInterview,DisplayRule,RelationshipIntention,MindednessMean,Gender,Situation,transcript,session
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,RIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,REST,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,RIGHT,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,REST,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,NON_DUCHENNE,SPEECH,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,SPEECH,STRAIGHT,REST,DISGUT,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,AWARE_OF_SHAME,REST,UNCLEAR,"4,87",FEMALE,S2," Also ich kann natürlich auch gerne mal einen Tag irgendwie hospitieren, um mich da unter Beweis zu stellen, wenn sie da glauben, dass ich da nicht herausstechen würde.",VPN04
